ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,,,
46323,slouch,VB|NN,1,"0,1,0",{(slouch)},0,2,322,,,
46324,slouches,VB|NN,1,"0,1,0",{(slouch)},0,2,322,,,
46325,slough,NN|VB,1,"0,1,0",{(slough)},0,1,385,,,
46326,Slovak,NN|JJ,1,"0,1,0",{(slovak)},0,4,2203,,,
46327,sloven,NN,1,"0,1,0",{(sloven)},33.33333333,4,100,,,
46328,Slovenia,NN,1,"0,1,0",{(slovenia)},0,2,1419,,,
46331,slow,JJ|VB|NN,1,"0,1,0",{(slow)},0,7,90928,,,
46332,slowed,VB,1,"0,1,0",{(slow)},0,7,90928,,,
46335,slowing,VB,1,"0,1,0",{(slow)},0,7,90928,,,
46339,sludge,NN,1,"0,1,0",{(sludge)},0,1,645,,,
46340,slug,NN|VB,1,"0,1,0",{(slug)},0,4,6560,,,
46341,sluggard,NN,1,"0,1,0",{(sluggard)},0,1,29,,,
46342,slugged,VB,1,"0,1,0",{(slug)},0,4,6560,,,
46345,slugging,VB|NN,1,"0,1,0",{(slug)},0,4,6560,,,
46348,slugs,NN|VB,1,"0,1,0",{(slug)},0,4,6560,,,
46349,sluice,NN|VB,1,"0,1,0",{(sluice)},0,2,48,,,
46350,sluiced,VB|JJ,1,"0,1,0",{(sluice)},0,2,48,,,
46351,sluices,NN|VB,1,"0,1,0",{(sluice)},0,2,48,,,
46353,sluicing,VB|NN,1,"0,1,0",{(sluice)},0,2,48,,,
46354,slum,NN|VB,1,"0,1,0",{(slum)},0,4,885,,,
46355,slumber,NN|VB,1,"0,1,0",{(slumber)},0,4,472,,,
46356,slumbered,VB,1,"0,1,0",{(slumber)},0,4,472,,,
46357,slumming,VB|NN|JJ,1,"0,1,0",{(slum)},0,4,885,,,
46358,slump,NN|VB,1,"0,1,0",{(slump)},0,1,1065,,,
46359,slumped,VB|JJ,1,"0,1,0",{(slump)},0,1,1065,,,
46360,slums,NN|VB,1,"0,1,0",{(slum)},0,4,885,,,
46361,slung,VB,1,"0,1,0",{(slung)},0,1,232,,,
46362,slur,NN|VB,1,"0,1,0",{(slur)},0,1,1306,,,
46363,slurp,NN|VB,1,"0,1,0",{(slurp)},0,1,751,,,
46364,slurped,VB|JJ,1,"0,1,0",{(slurp)},0,1,751,,,
46365,slush,NN,1,"0,1,0",{(slush)},0,4,434,,,
46367,slut,NN,1,"0,1,0",{(slut)},0,2,2588,,,
46368,sly,JJ|RB,1,"0,1,0",{(sly)},0,5,1373,,,
46370,smack,RB,1,"0,1,0",{(smack)},0,2,4010,,,
46371,smacked,VB,1,"0,1,0",{(smack)},0,2,4010,,,
46372,smacks,VB,1,"0,1,0",{(smack)},0,2,4010,,,
46373,small,JJ|NN,1,"0,1,0",{(small)},0,9,191331,,,
46380,smart,JJ|NN|VB,1,"0,1,0",{(smart)},0,6,22160,,,
46381,smarted,VB,1,"0,1,0",{(smart)},0,6,22160,,,
46384,smash,NN|VB,1,"0,1,0",{(smash)},0,2,6337,,,
46385,smashed,VB,1,"0,1,0",{(smash)},0,2,6337,,,
46387,smashing,JJ|VB,1,"0,1,0",{(smash)},0,2,6337,,,
46388,smatterings,NN,1,"0,1,0",{(smatter)},0,1,315,,,
46389,smear,NN|VB,1,"0,1,0",{(smear)},0,2,3216,,,
46390,smeared,VB,1,"0,1,0",{(smear)},0,2,3216,,,
46391,smell,NN|VB,1,"0,1,0",{(smell)},0,5,15674,,,
46392,smelled,VB,1,"0,1,0",{(smell)},0,5,15674,,,
46393,smelling,VB,1,"0,1,0",{(smell)},0,5,15674,,,
46394,smells,VB|NN,1,"0,1,0",{(smell)},0,5,15674,,,
46396,smelt,VB,1,"0,1,0",{(smelt)},0,1,337,,,
46397,smelts,VB|NN,1,"0,1,0",{(smelt)},0,1,337,,,
46398,smile,NN|VB,1,"0,1,0",{(smile)},0,4,27642,,,
46399,smiled,VB,1,"0,1,0",{(smile)},0,4,27642,,,
46400,smiles,NN|VB,1,"0,1,0",{(smile)},0,4,27642,,,
46401,smiling,VB|NN,1,"0,1,0",{(smile)},0,4,27642,,,
46403,smirch,VB|NN,1,"0,1,0",{(smirch)},100,2,124,,,
46404,smirk,NN|VB,1,"0,1,0",{(smirk)},0,1,1087,,,
46405,smirked,VB,1,"0,1,0",{(smirk)},0,1,1087,,,
46406,smite,VB,1,"0,1,0",{(smite)},0,1,274,,,
46407,smith,NN,1,"0,1,0",{(smith)},0,10,55642,,,
46408,smithereens,NN,1,"0,1,0",{(smithereens)},0,1,165,,,
46409,Smith's,encl,1,"0,1,0",{(smith)},0,10,55642,,,
46413,smock,NN,1,"0,1,0",{(smock)},0,1,328,,,
46414,smocking,NN|JJ|VB,1,"0,1,0",{(smock)},0,1,328,,,
46415,smog,NN,1,"0,1,0",{(smog)},0,1,731,,,
46416,smoke,NN|VB,1,"0,1,0",{(smoke)},0,12,33020,,,
46417,smoked,VB|JJ,1,"0,1,0",{(smoke)},0,12,33020,,,
46421,smokes,VB,1,"0,1,0",{(smoke)},0,12,33020,,,
46424,smoking,NN|VB,1,"0,1,0",{(smoke)},0,12,33020,,,
46426,smoldered,VB,1,"0,1,0",{(smolder)},0,1,212,,,
46427,smoldering,VB,1,"0,1,0",{(smolder)},0,1,212,,,
46429,smolders,VB,1,"0,1,0",{(smolder)},0,1,212,,,
46430,smooch,NN|VB,1,"0,1,0",{(smooch)},0,4,241,,,
46431,smooching,VB|NN|JJ,1,"0,1,0",{(smooch)},0,4,241,,,
46432,smooth,JJ|NN|VB,1,"0,1,0",{(smooth)},0,7,20685,,,
46434,smoothed,VB,1,"0,1,0",{(smooth)},0,7,20685,,,
46438,smoothing,VB,1,"0,1,0",{(smooth)},0,7,20685,,,
46441,smorgasbord,NN,1,"0,1,0",{(smorgasbord)},0,1,54,,,
46442,smote,VB,1,"0,1,0",{(smote)},0,1,49,,,
46443,smother,VB,1,"0,1,0",{(smother)},0,1,857,,,
46444,smothered,VB,1,"0,1,0",{(smother)},0,1,857,,,
46445,smothering,VB,1,"0,1,0",{(smother)},0,1,857,,,
46446,smoulder,VB,1,"0,1,0",{(smoulder)},0,1,86,,,
46447,smudge,NN,1,"0,1,0",{(smudge)},0,4,571,,,
46448,smudged,JJ|VB,1,"0,1,0",{(smudge)},0,4,571,,,
46449,smug,JJ,1,"0,1,0",{(smug)},0,5,1305,,,
46450,smuggle,VB,1,"0,1,0",{(smuggle)},0,2,3027,,,
46451,smuggled,VB,1,"0,1,0",{(smuggle)},0,2,3027,,,
46454,smuggling,VB|NN,1,"0,1,0",{(smuggle)},0,2,3027,,,
46455,smut,NN,1,"0,1,0",{(smut)},0,6,1014,,,
46457,snack,NN,1,"0,1,0",{(snack)},0,1,2729,,,
46458,snacks,NN,1,"0,1,0",{(snack)},0,1,2729,,,
46459,snag,NN|VB,1,"0,1,0",{(snag)},0,1,1984,,,
46460,snags,NN|VB,1,"0,1,0",{(snag)},0,1,1984,,,
46461,snail,NN,1,"0,1,0",{(snail)},0,1,10888,,,
46462,snails,NN,1,"0,1,0",{(snail)},0,1,10888,,,
46463,snail's,encl,1,"0,1,0",{(snail)},0,1,10888,,,
46464,snake,NN|VB,1,"0,1,0",{(snake)},0,7,8508,,,
46466,snaked,VB,1,"0,1,0",{(snake)},0,7,8508,,,
46467,snakes,NN|VB,1,"0,1,0",{(snake)},0,7,8508,,,
46468,snap,NN|VB,1,"0,1,0",{(snap)},0,13,16890,,,
46472,snapped,VB,1,"0,1,0",{(snap)},0,13,16890,,,
46474,snapping,VB,1,"0,1,0",{(snap)},0,13,16890,,,
46479,snare,NN|VB,1,"0,1,0",{(snare)},0,2,1553,,,
46480,snared,VB,1,"0,1,0",{(snare)},0,2,1553,,,
46481,snarl,NN|VB,1,"0,1,0",{(snarl)},0,1,958,,,
46482,snarled,VB,1,"0,1,0",{(snarl)},0,1,958,,,
46483,snarling,VB,1,"0,1,0",{(snarl)},0,1,958,,,
46484,snatch,VB,1,"0,1,0",{(snatch)},0,2,1773,,,
46485,snatched,VB,1,"0,1,0",{(snatch)},0,2,1773,,,
46487,snatches,NN|VB,1,"0,1,0",{(snatch)},0,2,1773,,,
46488,snatching,VB,1,"0,1,0",{(snatch)},0,2,1773,,,
46489,snazzy,JJ,1,"0,1,0",{(snazzy)},0,3,395,,,
46490,sneak,VB|NN,1,"0,1,0",{(sneak)},0,7,6202,,,
46491,sneaked,VB,1,"0,1,0",{(sneak)},0,7,6202,,,
46494,sneaking,VB,1,"0,1,0",{(sneak)},0,7,6202,,,
46495,sneaks,VB|NN,1,"0,1,0",{(sneak)},0,7,6202,,,
46497,sneer,NN|VB,1,"0,1,0",{(sneer)},0,3,1089,,,
46498,sneered,VB,1,"0,1,0",{(sneer)},0,3,1089,,,
46499,sneering,VB,1,"0,1,0",{(sneer)},0,3,1089,,,
46500,sneers,VB|NN,1,"0,1,0",{(sneer)},0,3,1089,,,
46501,sneeze,VB|NN,1,"0,1,0",{(sneeze)},0,1,1106,,,
46502,sneezed,VB,1,"0,1,0",{(sneeze)},0,1,1106,,,
46503,sneezing,VB,1,"0,1,0",{(sneeze)},0,1,1106,,,
46504,snick,NN,1,"0,1,0",{(snick)},0,1,184,,,
46505,snicker,NN|VB,1,"0,1,0",{(snicker)},0,1,1432,,,
46506,snickered,VB,1,"0,1,0",{(snicker)},0,1,1432,,,
46507,snide,JJ,1,"0,1,0",{(snide)},0,2,953,,,
46508,sniff,VB,1,"0,1,0",{(sniff)},0,5,3990,,,
46509,sniffed,VB,1,"0,1,0",{(sniff)},0,5,3990,,,
46511,sniffing,VB,1,"0,1,0",{(sniff)},0,5,3990,,,
46512,sniffle,VB|NN,1,"0,1,0",{(sniffle)},0,2,307,,,
46513,snip,VB|NN,1,"0,1,0",{(snip)},0,3,9906,,,
46514,snipe,VB,1,"0,1,0",{(snipe)},100,2,1990,,,
46517,sniping,VB|NN,1,"0,1,0",{(snipe)},100,2,1990,,,
46520,snips,NN|VB,1,"0,1,0",{(snip)},0,3,9906,,,
46521,snitch,NN|VB,1,"0,1,0",{(snitch)},0,1,234,,,
46522,snivel,VB,1,"0,1,0",{(snivel)},0,2,172,,,
46523,snivelings,NN,1,"0,1,0",{(snivel)},0,2,172,,,
46524,snivelling,VB|NN|JJ,1,"0,1,0",{(snivel)},0,2,172,,,
46525,snob,NN,1,"0,1,0",{(snob)},0,8,1360,,,
46530,snobs,NN,1,"0,1,0",{(snob)},0,8,1360,,,
46531,snook,NN,1,"0,1,0",{(snook)},0,1,163,,,
46532,shudder,VB,1,"0,1,0",{(shudder)},0,2,3005,,,
46533,shuddered,VB,1,"0,1,0",{(shudder)},0,2,3005,,,
46534,shuddering,VB,1,"0,1,0",{(shudder)},0,2,3005,,,
46535,shuffle,NN|VB,1,"0,1,0",{(shuffle)},0,4,3984,,,
46537,shuffled,VB,1,"0,1,0",{(shuffle)},0,4,3984,,,
46538,shuffling,VB|NN,1,"0,1,0",{(shuffle)},0,4,3984,,,
46539,shun,VB,1,"0,1,0",{(shun)},0,1,1554,,,
46540,shunned,VB,1,"0,1,0",{(shun)},0,1,1554,,,
46541,shunning,VB,1,"0,1,0",{(shun)},0,1,1554,,,
46542,shuns,VB,1,"0,1,0",{(shun)},0,1,1554,,,
46543,shunt,NN|VB,1,"0,1,0",{(shunt)},0,2,452,,,
46544,shunted,VB,1,"0,1,0",{(shunt)},0,2,452,,,
46545,shunts,VB|NN,1,"0,1,0",{(shunt)},0,2,452,,,
46546,shush,minor,1,"0,1,0",{(shush)},0,1,53,,,
46547,shut,VB|NN,1,"0,1,0",{(shut)},0,3,29132,,,
46550,shuts,VB|NN,1,"0,1,0",{(shut)},0,3,29132,,,
46554,shutting,VB,1,"0,1,0",{(shut)},0,3,29132,,,
46555,shuttle,NN,1,"0,1,0",{(shuttle)},0,2,9153,,,
46557,shuttled,VB,1,"0,1,0",{(shuttle)},0,2,9153,,,
46558,shuttling,VB|NN,1,"0,1,0",{(shuttle)},0,2,9153,,,
46559,shy,JJ|NN|VB,1,"0,1,0",{(shy)},0,8,5100,,,
46562,Siberia,NN,1,"0,1,0",{(siberia)},0,2,1779,,,
46565,sibling,NN,1,"0,1,0",{(sibling)},0,1,2596,,,
46566,sibyls,NN,1,"0,1,0",{(sibyl)},0,1,227,,,
46567,sic,RB|minor,1,"0,1,0",{(sic)},0,1,4488,,,
46570,Sicily,NN,1,"0,1,0",{(sicily)},100,2,717,,,
46571,sick,JJ|NN|VB,1,"0,1,0",{(sick)},0,22,27260,,,
46579,sickle,JJ,1,"0,1,0",{(sickle)},0,1,450,,,
46583,side,NN|VB|JJ,1,"0,1,0",{(side)},0,58,343426,,,
46590,sided,VB,1,"0,1,0",{(side)},0,58,343426,,,
46596,sides,NN|VB,1,"0,1,0",{(side)},0,58,343426,,,
46597,side's,encl,1,"0,1,0",{(side)},0,58,343426,,,
46612,siding,NN|VB,1,"0,1,0",{(side)},0,58,343426,,,
46613,sidle,VB,1,"0,1,0",{(sidle)},0,1,103,,,
46614,sidled,VB,1,"0,1,0",{(sidle)},0,1,103,,,
46615,Sidney,NN,1,"0,1,0",{(sidney)},0,1,1329,,,
46616,Sidney's,encl,1,"0,1,0",{(sidney)},0,1,1329,,,
46617,siege,NN,1,"0,1,0",{(siege)},0,3,2107,,,
46618,Siegfried,NN,1,"0,1,0",{(siegfried)},0,1,354,,,
46619,sienna,JJ|NN,1,"0,1,0",{(sienna)},0,1,37,,,
46620,sierra,NN,1,"0,1,0",{(sierra)},0,1,6071,,,
46621,sierras,NN,1,"0,1,0",{(sierra)},0,1,6071,,,
46622,siesta,NN,1,"0,1,0",{(siesta)},0,1,325,,,
46623,sieve,NN|VB,1,"0,1,0",{(sieve)},0,1,627,,,
46624,sift,VB|NN,1,"0,1,0",{(sift)},0,2,1350,,,
46625,sifted,VB,1,"0,1,0",{(sift)},0,2,1350,,,
46627,sifting,NN|VB,1,"0,1,0",{(sift)},0,2,1350,,,
46628,sigh,NN|VB,1,"0,1,0",{(sigh)},0,1,11653,,,
46629,sighed,VB,1,"0,1,0",{(sigh)},0,1,11653,,,
46630,sighing,VB,1,"0,1,0",{(sigh)},0,1,11653,,,
46631,sighs,NN|VB,1,"0,1,0",{(sigh)},0,1,11653,,,
46632,sight,NN|VB,1,"0,1,0",{(sight)},0,21,37472,,,
46633,sighted,VB,1,"0,1,0",{(sight)},0,21,37472,,,
46634,sighting,NN|VB,1,"0,1,0",{(sight)},0,21,37472,,,
46636,sights,NN|VB,1,"0,1,0",{(sight)},0,21,37472,,,
46641,sigma,NN,1,"0,1,0",{(sigma)},0,1,2805,,,
46642,Sigmund,NN,1,"0,1,0",{(sigmund)},0,1,840,,,
46643,sign,NN|VB,1,"0,1,0",{(sign)},0,26,219005,,,
46653,signed,VB,1,"0,1,0",{(sign)},0,26,219005,,,
46663,signing,VB|NN,1,"0,1,0",{(sign)},0,26,219005,,,
46664,signor,NN,1,"0,1,0",{(signor)},33.33333333,4,166,,,
46669,signs,NN|VB,1,"0,1,0",{(sign)},0,26,219005,,,
46670,sikh,JJ|NN,1,"0,1,0",{(sikh)},0,1,3438,,,
46671,silage,NN,1,"0,1,0",{(silage)},0,1,74,,,
46672,silence,NN|VB,1,"0,1,0",{(silence)},0,2,11280,,,
46673,silenced,VB,1,"0,1,0",{(silence)},0,2,11280,,,
46675,silences,NN|VB,1,"0,1,0",{(silence)},0,2,11280,,,
46676,silencing,VB,1,"0,1,0",{(silence)},0,2,11280,,,
46677,silent,JJ,1,"0,1,0",{(silent)},0,2,11485,,,
46679,silhouette,NN,1,"0,1,0",{(silhouette)},0,1,2395,,,
46680,silhouetted,JJ|VB,1,"0,1,0",{(silhouette)},0,1,2395,,,
46681,silhouettes,NN,1,"0,1,0",{(silhouette)},0,1,2395,,,
46685,silk,NN,1,"0,1,0",{(silk)},0,7,5545,,,
46690,sill,NN,1,"0,1,0",{(sill)},0,2,826,,,
46692,silly,JJ|NN,1,"0,1,0",{(silly)},0,4,23057,,,
46693,silo,NN,1,"0,1,0",{(silo)},0,1,2154,,,
46694,silos,NN,1,"0,1,0",{(silo)},0,1,2154,,,
46695,silt,NN|VB,1,"0,1,0",{(silt)},0,1,182,,,
46696,silver,NN|VB|JJ,1,"0,1,0",{(silver)},0,8,25839,,,
46698,silvers,NN|VB,1,"0,1,0",{(silver)},0,8,25839,,,
46702,simian,JJ|NN,1,"0,1,0",{(simian)},0,1,341,,,
46707,simile,NN,1,"0,1,0",{(simile)},0,1,254,,,
46709,simmer,VB,1,"0,1,0",{(simmer)},0,1,1570,,,
46710,simmered,VB,1,"0,1,0",{(simmer)},0,1,1570,,,
46711,Simmons,NN,1,"0,1,0",{(simmons)},0,1,2199,,,
46712,Simon,NN,1,"0,1,0",{(simon)},0,1,16446,,,
46713,Simon's,encl,1,"0,1,0",{(simon)},0,1,16446,,,
46714,simple,JJ|NN,1,"0,1,0",{(simple)},11.11111111,10,207512,,,
46716,simples,NN,1,"0,1,0",{(simple)},11.11111111,10,207512,,,
46718,simpleton,NN,1,"0,1,0",{(simpleton)},0,1,216,,,
46719,simplex,NN|JJ,1,"0,1,0",{(simple)},11.11111111,10,207512,,,
46729,Simpson,NN,1,"0,1,0",{(simpson)},0,1,7328,,,
46730,Simpson's,encl,1,"0,1,0",{(simpson)},0,1,7328,,,
46737,sin,NN|VB,1,"0,1,0",{(sin)},0,9,26920,,,
46738,Sinatra,NN,1,"0,1,0",{(sinatra)},0,1,653,,,
46739,since,minor,1,"0,1,0",{(since)},0,1,320454,,,
46740,sincere,JJ,1,"0,1,0",{(sincere)},14.28571429,8,14697,,,
46744,sine,NN,1,"0,1,0",{(sine)},0,2,1688,,,
46745,sinew,NN,1,"0,1,0",{(sinew)},0,2,178,,,
46746,sinews,NN,1,"0,1,0",{(sinew)},0,2,178,,,
46749,sing,VB,1,"0,1,0",{(sing)},0,6,39680,,,
46750,Singapore,NN,1,"0,1,0",{(singapore)},0,2,11351,,,
46751,singe,NN|VB,1,"0,1,0",{(singe)},0,1,360,,,
46752,singed,VB|JJ,1,"0,1,0",{(singe)},0,1,360,,,
46756,singing,VB|NN,1,"0,1,0",{(sing)},0,6,39680,,,
46757,single,JJ|NN|RB|VB,1,"0,1,0",{(single)},0,9,110124,,,
46758,singled,VB,1,"0,1,0",{(single)},0,9,110124,,,
46761,singles,NN|VB,1,"0,1,0",{(single)},0,9,110124,,,
46762,singleton,NN,1,"0,1,0",{(singleton)},0,1,504,,,
46764,sings,VB|NN,1,"0,1,0",{(sing)},0,6,39680,,,
46771,sinister,JJ|NN,1,"0,1,0",{(sinister)},0,1,2553,,,
46772,sink,VB|NN,1,"0,1,0",{(sink)},0,7,18003,,,
46774,sinking,VB|NN,1,"0,1,0",{(sink)},0,7,18003,,,
46776,sinned,VB,1,"0,1,0",{(sin)},0,9,26920,,,
46779,sinning,NN|VB,1,"0,1,0",{(sin)},0,9,26920,,,
46780,sins,NN|VB,1,"0,1,0",{(sin)},0,9,26920,,,
46781,sinuous,JJ,1,"0,1,0",{(sinuous)},0,3,58,,,
46784,sinus,NN,1,"0,1,0",{(sinus)},0,3,779,,,
46785,sinuses,NN,1,"0,1,0",{(sinus)},0,3,779,,,
46787,Sioux,NN,1,"0,1,0",{(sioux)},0,1,1316,,,
46788,sip,NN|VB,1,"0,1,0",{(sip)},0,1,1975,,,
46790,siphon,VB|NN,1,"0,1,0",{(siphon)},0,1,806,,,
46791,siphoned,VB|JJ,1,"0,1,0",{(siphon)},0,1,806,,,
46792,sipped,VB,1,"0,1,0",{(sip)},0,1,1975,,,
46793,sipping,VB,1,"0,1,0",{(sip)},0,1,1975,,,
46794,sir,NN|minor,1,"0,1,0",{(sir)},0,2,20471,,,
46795,sire,NN|VB,1,"0,1,0",{(sire)},0,1,1117,,,
46796,sired,VB|JJ,1,"0,1,0",{(sire)},0,1,1117,,,
46797,siren,NN|JJ,1,"0,1,0",{(siren)},0,1,1746,,,
46798,sirens,NN,1,"0,1,0",{(siren)},0,1,1746,,,
46800,sirs,NN,1,"0,1,0",{(sir)},0,2,20471,,,
46801,sis,NN|JJ,1,"0,1,0",{(sis)},0,1,2066,,,
46802,sissy,JJ,1,"0,1,0",{(sissy)},0,2,518,,,
46803,sister,NN,1,"0,1,0",{(sister)},0,4,28850,,,
46805,sisters,NN,1,"0,1,0",{(sister)},0,4,28850,,,
46806,sister's,encl,1,"0,1,0",{(sister)},0,4,28850,,,
46807,Sistine,NN,1,"0,1,0",{(sistine)},0,1,88,,,
46808,sit,VB,1,"0,1,0",{(sit)},0,4,55824,,,
46809,site,NN|VB,1,"0,1,0",{(site)},0,4,233002,,,
46810,sites,NN|VB,1,"0,1,0",{(site)},0,4,233002,,,
46811,sits,VB,1,"0,1,0",{(sit)},0,4,55824,,,
46815,sitting,VB|NN,1,"0,1,0",{(sit)},0,4,55824,,,
46816,sittings,NN,1,"0,1,0",{(sit)},0,4,55824,,,
46817,situate,VB,1,"0,1,0",{(situate)},100,2,76322,,,
46818,situated,VB,1,"0,1,0",{(situate)},100,2,76322,,,
46821,six,minor|NN,1,"0,1,0",{(six)},0,13,54519,,,
46832,size,NN|VB,1,"0,1,0",{(size)},0,5,127400,,,
46834,sized,VB|JJ,1,"0,1,0",{(size)},0,5,127400,,,
46835,sizes,NN|VB,1,"0,1,0",{(size)},0,5,127400,,,
46836,sizzle,NN|VB,1,"0,1,0",{(sizzle)},0,2,618,,,
46837,sizzled,VB,1,"0,1,0",{(sizzle)},0,2,618,,,
46838,sizzling,JJ|VB,1,"0,1,0",{(sizzle)},0,2,618,,,
46839,skate,VB|NN,1,"0,1,0",{(skate)},0,5,33546,,,
46843,skates,NN|VB,1,"0,1,0",{(skate)},0,5,33546,,,
46844,skating,VB|NN,1,"0,1,0",{(skate)},0,5,33546,,,
46845,skedaddle,VB,1,"0,1,0",{(skedaddle)},0,1,26,,,
46846,skeet,NN,1,"0,1,0",{(skeet)},0,1,181,,,
46847,skein,NN,1,"0,1,0",{(skein)},0,1,264,,,
46848,skeletal,JJ,1,"0,1,0",{(skeletal)},0,1,588,,,
46849,skeleton,NN,1,"0,1,0",{(skeleton)},0,1,4472,,,
46850,skeletons,NN,1,"0,1,0",{(skeleton)},0,1,4472,,,
46853,skeptics,NN,1,"0,1,0",{(skeptic)},66.66666667,4,6969,,,
46855,sketch,NN|VB,1,"0,1,0",{(sketch)},0,9,4561,,,
46857,sketched,VB,1,"0,1,0",{(sketch)},0,9,4561,,,
46858,sketches,NN|VB,1,"0,1,0",{(sketch)},0,9,4561,,,
46859,sketching,VB,1,"0,1,0",{(sketch)},0,9,4561,,,
46862,skew,VB|JJ,1,"0,1,0",{(skew)},0,1,733,,,
46863,skewer,NN|VB,1,"0,1,0",{(skewer)},0,1,514,,,
46864,ski,NN|VB,1,"0,1,0",{(ski)},0,5,23056,,,
46865,skid,NN|VB,1,"0,1,0",{(skid)},0,5,1297,,,
46866,skidded,VB|JJ,1,"0,1,0",{(skid)},0,5,1297,,,
46867,skidding,VB|NN|JJ,1,"0,1,0",{(skid)},0,5,1297,,,
46869,skids,NN|VB,1,"0,1,0",{(skid)},0,5,1297,,,
46871,skies,NN,1,"0,1,0",{(sky)},0,14,25756,,,
46872,skiing,NN|VB,1,"0,1,0",{(ski)},0,5,23056,,,
46876,skill,NN|JJ,1,"0,1,0",{(skill)},0,5,105738,,,
46877,skilled,JJ,1,"0,1,0",{(skill)},0,5,105738,,,
46878,skillet,NN,1,"0,1,0",{(skillet)},0,1,691,,,
46882,skills,NN,1,"0,1,0",{(skill)},0,5,105738,,,
46883,skim,VB|NN,1,"0,1,0",{(skim)},0,2,2993,,,
46884,skimmed,VB,1,"0,1,0",{(skim)},0,2,2993,,,
46886,skimming,VB,1,"0,1,0",{(skim)},0,2,2993,,,
46887,skimp,VB,1,"0,1,0",{(skimp)},25,5,850,,,
46889,skin,NN|VB,1,"0,1,0",{(skin)},0,28,39833,,,
46898,skins,NN|VB,1,"0,1,0",{(skin)},0,28,39833,,,
46899,skip,VB|NN,1,"0,1,0",{(skip)},0,1,12654,,,
46900,skipped,VB,1,"0,1,0",{(skip)},0,1,12654,,,
46901,skipper,NN|VB,1,"0,1,0",{(skipper)},0,1,672,,,
46902,skippers,NN|VB,1,"0,1,0",{(skipper)},0,1,672,,,
46903,skipping,VB,1,"0,1,0",{(skip)},0,1,12654,,,
46904,skips,VB,1,"0,1,0",{(skip)},0,1,12654,,,
46905,skirmish,NN,1,"0,1,0",{(skirmish)},100,2,2083,,,
46906,skirmished,JJ,1,"0,1,0",{(skirmish)},100,2,2083,,,
46908,skirmishes,NN,1,"0,1,0",{(skirmish)},100,2,2083,,,
46909,skirmishing,NN|VB,1,"0,1,0",{(skirmish)},100,2,2083,,,
46910,skirt,NN|VB,1,"0,1,0",{(skirt)},0,3,7041,,,
46911,skirted,VB,1,"0,1,0",{(skirt)},0,3,7041,,,
46912,skirting,VB,1,"0,1,0",{(skirt)},0,3,7041,,,
46913,skirts,NN|VB,1,"0,1,0",{(skirt)},0,3,7041,,,
46914,skis,NN|VB,1,"0,1,0",{(ski)},0,5,23056,,,
46915,skit,NN,1,"0,1,0",{(skit)},0,4,1983,,,
46916,skits,NN,1,"0,1,0",{(skit)},0,4,1983,,,
46917,skitter,VB|NN,1,"0,1,0",{(skitter)},0,1,89,,,
46920,skulk,VB,1,"0,1,0",{(skulk)},0,2,274,,,
46921,shadowing,NN|VB,1,"0,1,0",{(shadow)},0,7,32554,,,
46922,shadows,NN|VB,1,"0,1,0",{(shadow)},0,7,32554,,,
46925,shaft,NN|VB,1,"0,1,0",{(shaft)},0,4,8470,,,
46926,shafted,VB|JJ,1,"0,1,0",{(shaft)},0,4,8470,,,
46927,shafts,NN|VB,1,"0,1,0",{(shaft)},0,4,8470,,,
46928,shag,JJ|VB|NN,1,"0,1,0",{(shag)},0,6,1203,,,
46930,shah,NN,1,"0,1,0",{(shah)},0,1,2262,,,
46931,shake,VB|NN,1,"0,1,0",{(shake)},0,14,15045,,,
46936,shakes,VB|NN,1,"0,1,0",{(shake)},0,14,15045,,,
46937,Shakespeare,NN,1,"0,1,0",{(shakespeare)},0,1,3104,,,
46941,shaking,VB|NN,1,"0,1,0",{(shake)},0,14,15045,,,
46944,shale,NN,1,"0,1,0",{(shale)},0,1,137,,,
46945,shall,VB,1,"0,1,0",{(shall)},0,1,60161,,,
46946,shallot,NN,1,"0,1,0",{(shallot)},0,1,205,,,
46947,shallow,JJ|NN,1,"0,1,0",{(shallow)},0,5,4149,,,
46950,shalom,minor,1,"0,1,0",{(shalom)},0,1,868,,,
46951,sham,NN,1,"0,1,0",{(sham)},0,2,1083,,,
46952,shaman,NN,1,"0,1,0",{(shaman)},0,1,3703,,,
46953,shamble,NN|VB,1,"0,1,0",{(shamble)},0,1,506,,,
46954,shambled,VB,1,"0,1,0",{(shamble)},0,1,506,,,
46955,shambles,NN|VB,1,"0,1,0",{(shamble)},0,1,506,,,
46956,shambling,VB,1,"0,1,0",{(shamble)},0,1,506,,,
46957,shame,NN|VB,1,"0,1,0",{(shame)},0,12,18366,,,
46958,shamed,VB|JJ,1,"0,1,0",{(shame)},0,12,18366,,,
46960,shards,NN,1,"0,1,0",{(shard)},0,1,643,,,
46961,share,NN|VB,1,"0,1,0",{(share)},0,7,105186,,,
46967,shames,NN|VB,1,"0,1,0",{(shame)},0,12,18366,,,
46969,shampoo,NN|VB,1,"0,1,0",{(shampoo)},0,1,2861,,,
46970,shamrock,NN,1,"0,1,0",{(shamrock)},0,1,565,,,
46971,shams,NN,1,"0,1,0",{(sham)},0,2,1083,,,
46972,Shanghai,NN|VB,1,"0,1,0",{(shanghai)},0,1,1718,,,
