"","Word","ID.true","Experiment","Task","LogReactionTime","Response","Accuracy","ConcValCombo","ExperimentType"
"37544","crash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.33682573114644,"physical",1,"physical-negative","Categorization"
"37545","encourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.76041469108343,"psychological",1,"psychological-positive","Categorization"
"37546","stain","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.19440539110467,"physical",1,"physical-negative","Categorization"
"37547","twinkle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.42648845745769,"physical",1,"physical-positive","Categorization"
"37548","dismay","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.7848892956551,"psychological",1,"psychological-negative","Categorization"
"37549","dishonor","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.43294009273918,"psychological",1,"psychological-negative","Categorization"
"37550","repair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.32256523992728,"physical",1,"physical-positive","Categorization"
"37551","adore","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.7900972355139,"psychological",1,"psychological-positive","Categorization"
"37552","dread","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.03790596344718,"psychological",1,"psychological-negative","Categorization"
"37553","clean","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.33150184989369,"physical",1,"physical-positive","Categorization"
"37554","irritate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.72982407048948,"psychological",1,"psychological-negative","Categorization"
"37555","burn","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.20414929203594,"physical",1,"physical-negative","Categorization"
"37556","admire","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.63594655568665,"psychological",1,"psychological-positive","Categorization"
"37557","rust","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.04228617193974,"physical",1,"physical-negative","Categorization"
"37558","produce","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",6.50128967054039,"psychological",0,"physical-positive","Categorization"
"37559","caress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.58324752430336,"physical",1,"physical-positive","Categorization"
"37560","offend","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","PhysPsych",7.22766249872865,"psychological",1,"psychological-negative","Categorization"
"37561","clean","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.02108396428914,"positive",1,"physical-positive","Categorization"
"37562","criticize","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.14282740116162,"negative",1,"psychological-negative","Categorization"
"37563","cuddle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.7093043402583,"positive",1,"physical-positive","Categorization"
"37564","despair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.70073110954781,"negative",1,"psychological-negative","Categorization"
"37565","burn","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.65544035036765,"negative",1,"physical-negative","Categorization"
"37566","corrode","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.61069604471776,"negative",1,"physical-negative","Categorization"
"37567","slash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.5366915975913,"negative",1,"physical-negative","Categorization"
"37568","twinkle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.97914527506881,"positive",1,"physical-positive","Categorization"
"37569","like","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.50428817353665,"positive",1,"psychological-positive","Categorization"
"37570","build","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.82979373751242,"positive",1,"physical-positive","Categorization"
"37571","sculpt","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.64898455002478,"positive",1,"physical-positive","Categorization"
"37572","decorate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.51025834052315,"positive",1,"physical-positive","Categorization"
"37573","hit","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.90396563403217,"negative",1,"physical-negative","Categorization"
"37574","rust","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.18538701558042,"negative",1,"physical-negative","Categorization"
"37575","encourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.95654544315157,"positive",1,"psychological-positive","Categorization"
"37576","reassure","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.78332520060396,"positive",1,"psychological-positive","Categorization"
"37577","adore","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.42486902390539,"positive",1,"psychological-positive","Categorization"
"37578","slaughter","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.39526159811545,"negative",1,"physical-negative","Categorization"
"37579","offend","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.58063913728495,"negative",1,"psychological-negative","Categorization"
"37580","crash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.47543271670409,"negative",1,"physical-negative","Categorization"
"37581","content","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.24208235925696,"positive",1,"psychological-positive","Categorization"
"37582","produce","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3750248198281,"positive",1,"physical-positive","Categorization"
"37583","repair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.7202201551353,"positive",1,"physical-positive","Categorization"
"37584","respect","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.56807791141198,"positive",1,"psychological-positive","Categorization"
"37585","admire","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68085467879022,"positive",1,"psychological-positive","Categorization"
"37586","discourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.42648845745769,"negative",1,"psychological-negative","Categorization"
"37587","stain","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.46769872610435,"negative",1,"physical-negative","Categorization"
"37588","tear","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.17586727010576,"negative",1,"physical-negative","Categorization"
"37589","impress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.60800062529609,"positive",1,"psychological-positive","Categorization"
"37590","displease","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.70073110954781,"negative",1,"psychological-negative","Categorization"
"37591","caress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.64248680136726,"positive",1,"physical-positive","Categorization"
"37592","delete","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.13089883029635,"negative",1,"physical-negative","Categorization"
"37593","irritate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.79934339821592,"negative",1,"psychological-negative","Categorization"
"37594","dishonor","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.22475340576797,"negative",1,"psychological-negative","Categorization"
"37595","embarrass","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",8.94689552388845,"negative",1,"psychological-negative","Categorization"
"37596","dismay","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.58479139238572,"negative",1,"psychological-negative","Categorization"
"37597","hug","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.44571981938558,"positive",1,"physical-positive","Categorization"
"37598","appreciate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.30444880242198,"positive",1,"psychological-positive","Categorization"
"37599","dread","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.19440539110467,"negative",1,"psychological-negative","Categorization"
"37600","cherish","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68210859744981,"positive",1,"psychological-positive","Categorization"
"37601","criticize","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.18083119904456,"negative",1,"psychological-negative","Categorization"
"37602","twinkle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.36647044773144,"positive",1,"physical-positive","Categorization"
"37603","dishonor","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.70196036600254,"negative",1,"psychological-negative","Categorization"
"37604","cuddle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.4723462945009,"positive",1,"physical-positive","Categorization"
"37605","despair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.83840520084734,"negative",1,"psychological-negative","Categorization"
"37606","admire","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.18765716411496,"positive",1,"psychological-positive","Categorization"
"37607","reassure","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.63594655568665,"positive",1,"psychological-positive","Categorization"
"37608","corrode","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.33859407820318,"negative",1,"physical-negative","Categorization"
"37609","dread","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.32256523992728,"negative",1,"psychological-negative","Categorization"
"37610","delete","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.39024066706535,"negative",1,"physical-negative","Categorization"
"37611","respect","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.06731984865348,"positive",1,"psychological-positive","Categorization"
"37612","like","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.4667994750186,"positive",1,"psychological-positive","Categorization"
"37613","repair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.75576892198425,"positive",1,"physical-positive","Categorization"
"37614","sculpt","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3919171133926,"positive",1,"physical-positive","Categorization"
"37615","appreciate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68336094576627,"positive",1,"psychological-positive","Categorization"
"37616","impress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.00669522683704,"positive",1,"psychological-positive","Categorization"
"37617","adore","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.21260609575152,"positive",1,"psychological-positive","Categorization"
"37618","stain","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.22851100359118,"negative",1,"physical-negative","Categorization"
"37619","tear","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.77764659363512,"negative",1,"physical-negative","Categorization"
"37620","irritate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.19440539110467,"negative",1,"psychological-negative","Categorization"
"37621","encourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68461172766793,"positive",1,"psychological-positive","Categorization"
"37622","discourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.02375895473844,"negative",1,"psychological-negative","Categorization"
"37623","slaughter","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.29526600143965,"negative",1,"physical-negative","Categorization"
"37624","cherish","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.54678541076052,"positive",1,"psychological-positive","Categorization"
"37625","hit","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.97073007814353,"negative",1,"physical-negative","Categorization"
"37626","decorate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.48004456192665,"positive",1,"physical-positive","Categorization"
"37627","crash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.21260609575152,"negative",1,"physical-negative","Categorization"
"37628","rust","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.62273632394984,"negative",1,"physical-negative","Categorization"
"37629","dismay","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.27664348934164,"negative",1,"psychological-negative","Categorization"
"37630","burn","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.20455776256869,"negative",1,"physical-negative","Categorization"
"37631","build","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.88755257166462,"positive",1,"physical-positive","Categorization"
"37632","displease","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.74523634948436,"negative",1,"psychological-negative","Categorization"
"37633","content","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.74993119378857,"positive",1,"psychological-positive","Categorization"
"37634","clean","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.48768401848461,"positive",1,"physical-positive","Categorization"
"37635","embarrass","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.75227037614174,"negative",1,"psychological-negative","Categorization"
"37636","offend","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.52240023138712,"negative",1,"psychological-negative","Categorization"
"37637","slash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.59488438721652,"negative",1,"physical-negative","Categorization"
"37638","caress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.45990445437753,"positive",1,"physical-positive","Categorization"
"37639","produce","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.40025744530882,"positive",1,"physical-positive","Categorization"
"37640","hug","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.27476202124194,"positive",1,"physical-positive","Categorization"
"37641","offend","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.51643330291563,"negative",1,"psychological-negative","Categorization"
"37642","dishonor","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3578422665081,"negative",1,"psychological-negative","Categorization"
"37643","impress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.71538338633468,"positive",1,"psychological-positive","Categorization"
"37644","reassure","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.20191631753163,"positive",1,"psychological-positive","Categorization"
"37645","slaughter","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.16541785423142,"negative",1,"physical-negative","Categorization"
"37646","appreciate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.4723462945009,"positive",1,"psychological-positive","Categorization"
"37647","corrode","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.28226674689601,"negative",1,"physical-negative","Categorization"
"37648","respect","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.61204103483309,"positive",1,"psychological-positive","Categorization"
"37649","burn","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.31354804627709,"positive",0,"physical-negative","Categorization"
"37650","slash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.55819780281227,"negative",1,"physical-negative","Categorization"
"37651","displease","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.19440539110467,"negative",1,"psychological-negative","Categorization"
"37652","like","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.36818718635049,"positive",1,"psychological-positive","Categorization"
"37653","content","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",7.14834574390007,"positive",1,"psychological-positive","Categorization"
"37654","clean","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3818160174061,"positive",1,"physical-positive","Categorization"
"37655","discourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.34035930372775,"negative",1,"psychological-negative","Categorization"
"37656","adore","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.43454651878745,"positive",1,"psychological-positive","Categorization"
"37657","delete","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.78445706263764,"negative",1,"physical-negative","Categorization"
"37658","sculpt","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.38687931936265,"positive",1,"physical-positive","Categorization"
"37659","criticize","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.32793678372919,"negative",1,"psychological-negative","Categorization"
"37660","irritate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.51471269087253,"negative",1,"psychological-negative","Categorization"
"37661","repair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.41836493593621,"positive",1,"physical-positive","Categorization"
"37662","dread","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.18620862390049,"negative",1,"psychological-negative","Categorization"
"37663","stain","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.32256523992728,"negative",1,"physical-negative","Categorization"
"37664","rust","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.33682573114644,"negative",1,"physical-negative","Categorization"
"37665","hug","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3919171133926,"positive",1,"physical-positive","Categorization"
"37666","hit","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.63987583382654,"negative",1,"physical-negative","Categorization"
"37667","admire","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.86484777797086,"positive",1,"psychological-positive","Categorization"
"37668","encourage","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.58892647753352,"positive",1,"psychological-positive","Categorization"
"37669","twinkle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.3456363608286,"positive",1,"physical-positive","Categorization"
"37670","caress","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.54391184556479,"positive",1,"physical-positive","Categorization"
"37671","decorate","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.46458830368996,"positive",1,"physical-positive","Categorization"
"37672","cherish","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.38350663488401,"positive",1,"psychological-positive","Categorization"
"37673","produce","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.2841341610708,"positive",1,"physical-positive","Categorization"
"37674","build","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.47697236288968,"positive",1,"physical-positive","Categorization"
"37675","tear","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.56807791141198,"negative",1,"physical-negative","Categorization"
"37676","crash","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.58892647753352,"negative",1,"physical-negative","Categorization"
"37677","dismay","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.38687931936265,"negative",1,"psychological-negative","Categorization"
"37678","despair","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.361302477573,"negative",1,"psychological-negative","Categorization"
"37679","embarrass","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68085467879022,"negative",1,"psychological-negative","Categorization"
"37680","cuddle","6631997e0554bb6d25062fd4","Ex2a: Phys-Psych (Verbs)","Valence",6.68336094576627,"positive",1,"physical-positive","Categorization"
"37681","encourage","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.8501261661455,"positive",1,"psychological-positive","Categorization"
"37682","hug","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.47543271670409,"positive",1,"physical-positive","Categorization"
"37683","appreciate","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.49978704065585,"positive",1,"psychological-positive","Categorization"
"37684","cherish","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.55819780281227,"positive",1,"psychological-positive","Categorization"
"37685","content","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.85751406254539,"positive",1,"psychological-positive","Categorization"
"37686","displease","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.57646956904822,"negative",1,"psychological-negative","Categorization"
"37687","hit","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.90975328164481,"negative",1,"physical-negative","Categorization"
"37688","offend","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.97354301952014,"negative",1,"psychological-negative","Categorization"
"37689","produce","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.82437367004309,"positive",1,"physical-positive","Categorization"
"37690","dismay","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.78784498230958,"negative",1,"psychological-negative","Categorization"
"37691","build","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.78445706263764,"positive",1,"physical-positive","Categorization"
"37692","tear","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.98378996525813,"negative",1,"physical-negative","Categorization"
"37693","repair","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",7.08757370555797,"positive",1,"physical-positive","Categorization"
"37694","slaughter","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.71174039505618,"negative",1,"physical-negative","Categorization"
"37695","dishonor","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.55535689181067,"negative",1,"psychological-negative","Categorization"
"37696","slash","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.65157187358973,"negative",1,"physical-negative","Categorization"
"37697","cuddle","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.57228254269401,"positive",1,"physical-positive","Categorization"
"37698","sculpt","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.9177056098353,"positive",1,"physical-positive","Categorization"
"37699","admire","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.69332366826995,"positive",1,"psychological-positive","Categorization"
"37700","irritate","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.65801104587075,"negative",1,"psychological-negative","Categorization"
"37701","stain","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",7.23201033166476,"negative",1,"physical-negative","Categorization"
"37702","decorate","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.68586094706836,"positive",1,"physical-positive","Categorization"
"37703","like","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.59850902861452,"positive",1,"psychological-positive","Categorization"
"37704","delete","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.69084227741856,"negative",1,"physical-negative","Categorization"
"37705","clean","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.6052979209482,"positive",1,"physical-positive","Categorization"
"37706","dread","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.59987049921284,"negative",1,"psychological-negative","Categorization"
"37707","discourage","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.50128967054039,"negative",1,"psychological-negative","Categorization"
"37708","caress","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.58202513889283,"positive",1,"physical-positive","Categorization"
"37709","adore","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.4723462945009,"positive",1,"psychological-positive","Categorization"
"37710","burn","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.72503364216684,"negative",1,"physical-negative","Categorization"
"37711","embarrass","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.55819780281227,"negative",1,"psychological-negative","Categorization"
"37712","corrode","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.53087762772588,"negative",1,"physical-negative","Categorization"
"37713","criticize","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.54678541076052,"negative",1,"psychological-negative","Categorization"
"37714","impress","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.88653164253051,"positive",1,"psychological-positive","Categorization"
"37715","reassure","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.89568269774787,"positive",1,"psychological-positive","Categorization"
"37716","rust","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.77878489768518,"negative",1,"physical-negative","Categorization"
"37717","twinkle","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.60394382460047,"positive",1,"physical-positive","Categorization"
"37718","crash","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.59167373200866,"negative",1,"physical-negative","Categorization"
"37719","despair","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.63463335786169,"negative",1,"psychological-negative","Categorization"
"37720","respect","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.47389069635227,"negative",0,"psychological-positive","Categorization"
"37721","cherish","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.58340922215876,"positive",1,"psychological-positive","Categorization"
"37722","dishonor","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.64509096950564,"negative",1,"psychological-negative","Categorization"
"37723","irritate","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.75227037614174,"negative",1,"psychological-negative","Categorization"
"37724","cuddle","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.97728134163075,"positive",1,"physical-positive","Categorization"
"37725","dismay","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.63068338564237,"negative",1,"psychological-negative","Categorization"
"37726","stain","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.51025834052315,"negative",1,"physical-negative","Categorization"
"37727","like","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.50876913697168,"positive",1,"psychological-positive","Categorization"
"37728","sculpt","6685cec5c360283099e5bb29","Ex2a: Phys-Psych (Verbs)","Valence",6.83410873881384,"positive",1,"physical-positive","Categorization"
